P_NAME,P_PERIOD,S_NAME,S_DEC,S_MAG,S_MASS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_LUMINOSITY,P_TYPE_TEMP,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
Kepler-1542 d,5.9927374,Kepler-1542,42.65453,12.639,0.94,5564.0,0.063236672,210.45997,970.36984,Terran,0.99,G,0.84160348,Hot,0,0.29797973,0.87438,0.60067123,0.063236672
Kepler-1542 e,5.1011576,Kepler-1542,42.65453,12.639,0.94,5564.0,0.056797776,260.88245,1023.8967,Subterran,0.99,G,0.84160348,Hot,0,0.29184024,0.76228,0.36733988,0.056797776
Kepler-1543 b,6.9671027,Kepler-1543,47.037025,13.487,1.39,6561.0,0.079655536,712.36858,1316.1976,Neptunian,1.65,F,4.5199818,Hot,0,0.22307587,2.71282,7.8153238,0.079655536
Kepler-1544 b,168.81117,Kepler-1544,49.212456,14.061,0.81,4886.0,0.55710713,0.90092472,248.20872,Superterran,0.74,K,0.27961852,Warm,2,0.79777954,1.78239,3.8303511,0.55710713
Kepler-1545 b,163.69235,Kepler-1545,47.463093,15.031,0.84,5201.0,0.55244401,1.3747999,275.8702,Neptunian,0.8,K,0.41958121,Warm,0,0.65632324,2.70161,7.7605729,0.55244401
Kepler-1546 b,19.597497,Kepler-1546,41.541227,15.412,0.95,5623.0,0.13981416,39.630042,639.22101,Neptunian,0.93,G,0.77468809,Hot,0,0.23525549,3.12759,9.950654,0.13981416
Kepler-1548 b,124.82868,Kepler-1548,46.080666,15.259,0.99,5706.0,0.48707693,3.7667263,354.92446,Neptunian,0.97,G,0.89363297,Hot,0,0.48007521,2.64556,7.4891982,0.48707693
Kepler-1549 b,214.88655,Kepler-1549,39.096053,15.188,0.88,5324.0,0.67268223,1.1224823,262.23447,Neptunian,0.84,G,0.50792479,Warm,0,0.68668611,2.56709,7.1159697,0.67268223
Kepler-1550 b,225.58281,Kepler-1550,38.294704,14.9,1.07,5991.0,0.74160875,2.5857241,323.06541,Neptunian,1.11,G,1.4221057,Hot,0,0.52697666,3.01549,9.3527288,0.74160875
Kepler-1551 b,24.49737,Kepler-1551,39.907921,15.152,1.14,6136.0,0.17240803,63.596722,719.45493,Neptunian,1.22,F,1.8903826,Hot,0,0.24359149,2.65677,7.5431552,0.17240803
Kepler-1552 b,184.77185,Kepler-1552,38.874915,14.838,0.85,5202.0,0.60127494,1.1041118,261.15489,Superterran,0.78,K,0.39917124,Warm,2,0.69885498,2.4662,6.6476898,0.60127494
Kepler-1553 b,4.2426188,Kepler-1553,39.022273,14.955,0.85,5288.0,0.048574149,194.81126,951.80597,Terran,0.81,K,0.45964704,Hot,0,0.29827824,1.15463,1.6270695,0.048574149
Kepler-1554 b,198.08877,Kepler-1554,41.741473,15.717,0.84,5297.0,0.62734907,1.175872,265.29858,Neptunian,0.81,K,0.46278426,Warm,0,0.65049234,2.90339,8.7701168,0.62734907
Kepler-1555 b,8.1050163,Kepler-1555,45.716061,15.353,1.04,5866.0,0.079987711,186.30396,941.24012,Superterran,1.06,G,1.191979,Hot,0,0.28098533,1.61424,3.2372384,0.079987711
Kepler-1556 b,8.8271346,Kepler-1556,40.2132,15.247,0.97,5608.0,0.082726878,116.86235,837.65187,Superterran,0.95,G,0.7997751,Hot,0,0.26794966,1.96175,4.5075054,0.082726878
Kepler-1557 b,3.740325,Kepler-1557,46.838879,15.331,1.11,6099.0,0.048815391,712.16622,1316.1041,Superterran,1.17,F,1.697051,Hot,0,0.27973175,1.52456,2.9378483,0.048815391
Kepler-1558 b,3.5047036,Kepler-1558,46.911694,13.632,0.83,5101.0,0.042426425,210.32517,970.21441,Subterran,0.79,K,0.37858563,Hot,0,0.28711024,0.68381,0.24886708,0.042426425
Kepler-1559 b,0.97191543,Kepler-1559,42.072456,14.5,0.86,5316.0,0.018256941,1443.445,1570.3446,Subterran,0.82,G,0.48112313,Hot,0,0.28435317,0.71744,0.29559639,0.018256941
Kepler-1560 b,3.0319574,Kepler-1560,43.215984,13.421,1.02,5815.0,0.041259599,626.09156,1274.3959,Terran,1.02,G,1.0658298,Hot,0,0.29384384,0.88559,0.62873346,0.041259599
Kepler-1562 b,64.273775,Kepler-1562,46.743614,15.589,1.02,5760.0,0.31603281,10.886614,462.77311,Neptunian,1.05,G,1.0873195,Hot,0,0.29067774,3.55357,12.359554,0.31603281
Kepler-1563 b,3.432766,Kepler-1563,51.472755,13.583,1.0,5765.0,0.04452518,489.26587,1198.205,Subterran,0.99,G,0.96996549,Hot,0,0.28863972,0.75107,0.34834272,0.04452518
Kepler-1564 b,18.054038,Kepler-1564,46.642689,15.004,0.93,5528.0,0.13143775,39.228849,637.59705,Terran,0.9,G,0.67771298,Hot,0,0.3147765,1.46851,2.7568324,0.13143775
Kepler-1565 b,1.5381884,Kepler-1565,40.806808,15.329,0.76,4940.0,0.02379325,502.26698,1206.0868,Terran,0.73,K,0.28434275,Hot,0,0.29308092,1.18826,1.8034186,0.02379325
Kepler-1567 b,153.97958,Kepler-1567,40.291819,15.672,0.95,5655.0,0.55257708,2.5953698,323.36627,Neptunian,0.93,G,0.79247392,Hot,0,0.54573652,2.73524,7.9252992,0.55257708
Kepler-1568 b,20.925392,Kepler-1568,47.873383,13.966,1.09,5956.0,0.15290938,68.286218,732.366,Terran,1.19,G,1.5966191,Hot,0,0.3071254,1.30036,2.2425611,0.15290938
Kepler-1569 b,5.7918016,Kepler-1569,37.22122,13.96,1.25,6319.0,0.067975959,605.93698,1264.0137,Superterran,1.4,F,2.7998718,Hot,0,0.27267203,1.6815,3.4695604,0.067975959
Kepler-1570 b,26.548955,Kepler-1570,45.827354,13.961,0.92,5550.0,0.16935725,23.476481,560.79374,Terran,0.89,G,0.67334958,Hot,0,0.35029091,1.06495,1.2177294,0.16935725
Kepler-1571 b,3.3855549,Kepler-1571,45.596546,13.767,1.23,6297.0,0.047267703,1218.2153,1505.1366,Superterran,1.39,F,2.72178,Hot,0,0.27892597,1.52456,2.9378483,0.047267703
Kepler-1572 b,5.4954862,Kepler-1572,46.722633,13.95,0.97,5618.0,0.060316696,221.40514,982.74725,Terran,0.95,G,0.8054949,Hot,0,0.29892972,0.94164,0.78341907,0.060316696
Kepler-1573 b,2.6157554,Kepler-1573,49.48497,15.18,1.01,5808.0,0.03726903,734.00479,1326.0797,Terran,1.0,G,1.0195184,Hot,0,0.29190752,1.19947,1.8651456,0.03726903
Kepler-1574 b,6.9424334,Kepler-1574,49.63776,15.158,1.06,5892.0,0.072602681,238.93611,1001.6485,Terran,1.08,G,1.2594679,Hot,0,0.29312187,1.28915,2.2098374,0.072602681
Kepler-1575 b,2.5531421,Kepler-1575,45.761597,15.424,0.95,5667.0,0.035930843,605.81822,1263.9517,Terran,0.92,G,0.78212677,Hot,0,0.28880852,1.31157,2.2754822,0.035930843
Kepler-1576 b,6.9847197,Kepler-1576,40.366015,13.382,1.05,5876.0,0.072667237,227.27425,989.19627,Terran,1.06,G,1.2001279,Hot,0,0.29893384,1.04253,1.1283145,0.072667237
Kepler-1577 b,6.3056025,Kepler-1577,47.573105,15.056,0.78,4862.0,0.061474095,72.548362,743.53568,Terran,0.74,K,0.27416493,Hot,0,0.31072567,1.13221,1.5166428,0.061474095
Kepler-1578 b,1.4508869,Kepler-1578,47.775555,15.369,0.9,5545.0,0.024211001,1068.7257,1456.671,Terran,0.86,G,0.6264577,Hot,0,0.29406171,1.04253,1.1283145,0.024211001
Kepler-1579 b,0.84990789,Kepler-1579,43.514988,15.22,0.75,4584.0,0.015950631,761.91659,1338.5105,Terran,0.7,K,0.19384882,Hot,0,0.29209873,0.84075,0.52189779,0.015950631
Kepler-1580 b,56.644928,Kepler-1580,41.363559,12.561,1.47,6228.0,0.32813763,57.869256,702.67886,Superterran,2.15,F,6.231032,Hot,0,0.27191277,2.10748,5.0906262,0.32813763
Kepler-1581 b,6.2838549,Kepler-1581,39.603581,12.4,1.12,6022.0,0.069193664,372.33102,1119.1214,Subterran,1.23,F,1.7826327,Hot,0,0.29210569,0.79591,0.42881536,0.069193664
Kepler-1582 b,4.8381771,Kepler-1582,41.158613,17.058,0.28,3208.0,0.036617054,6.369448,404.73462,Terran,0.3,M,0.008540211,Hot,0,0.4662797,1.49093,2.8286707,0.036617054
Kepler-1583 b,9.3280735,Kepler-1583,47.016628,12.897,0.94,5645.0,0.084933721,104.44001,814.44477,Subterran,0.91,G,0.75340278,Hot,0,0.28485603,0.60534,0.16078015,0.084933721
Kepler-1584 b,13.39971,Kepler-1584,43.274429,14.924,1.1,6069.0,0.1139473,119.538,842.40591,Superterran,1.13,F,1.5520799,Hot,0,0.28505364,1.61424,3.2372384,0.1139473
Kepler-1585 b,3.5827463,Kepler-1585,44.563114,15.965,0.94,5538.0,0.044877591,346.51669,1099.1981,Superterran,0.91,G,0.69788399,Hot,0,0.26882865,1.7936,3.871341,0.044877591
Kepler-1586 b,15.604921,Kepler-1586,44.925827,13.096,1.45,6681.0,0.13829504,285.83631,1047.5488,Superterran,1.75,F,5.4667678,Hot,0,0.2826169,1.52456,2.9378483,0.13829504
Kepler-1587 b,9.4060467,Kepler-1587,49.66391,14.09,1.08,5933.0,0.089451762,206.50373,965.77706,Terran,1.22,G,1.6523639,Hot,0,0.29243614,1.33399,2.3419147,0.089451762
Kepler-1588 b,7.8493174,Kepler-1588,48.002178,13.858,0.96,5817.0,0.076235028,173.00003,923.96698,Subterran,0.99,G,1.005438,Hot,0,0.29454277,0.76228,0.36733988,0.076235028
Kepler-1590 b,7.617608,Kepler-1590,48.017891,14.11,1.11,6053.0,0.078432543,263.08417,1026.0502,Terran,1.16,F,1.6184054,Hot,0,0.2966552,1.14342,1.5711567,0.078432543
Kepler-1591 b,8.1850495,Kepler-1591,44.608608,14.686,1.1,6082.0,0.082032886,245.14007,1008.0881,Terran,1.16,F,1.6496442,Hot,0,0.29372041,1.26673,2.1449845,0.082032886
Kepler-1592 b,3.0571007,Kepler-1592,38.397749,14.803,1.18,6213.0,0.043552195,1153.1715,1484.6305,Superterran,1.28,F,2.1873284,Hot,0,0.27848125,1.53577,2.9746177,0.043552195
Kepler-1593 b,174.50984,Kepler-1593,44.46067,15.873,0.81,4995.0,0.56957536,1.019318,255.9896,Neptunian,0.77,K,0.33068315,Warm,0,0.63177351,3.17243,10.194074,0.56957536
Kepler-1594 b,2.7160381,Kepler-1594,47.961914,14.801,1.06,5946.0,0.038836082,866.09386,1382.0894,Terran,1.08,G,1.3062785,Hot,0,0.29417371,1.06495,1.2177294,0.038836082
Kepler-1595 b,4.5638047,Kepler-1595,43.00948,15.448,0.84,5203.0,0.050794967,162.87055,910.13444,Terran,0.8,K,0.42022697,Hot,0,0.2976342,1.2331,2.0491991,0.050794967
Kepler-1596 b,66.373379,Kepler-1596,49.330074,15.37,0.95,5706.0,0.31531652,8.085333,429.60506,Superterran,0.92,G,0.80388027,Hot,0,0.40613772,1.9057,4.2910395,0.31531652
Kepler-1597 b,2.9465418,Kepler-1597,42.481083,14.144,1.25,6377.0,0.043319951,1525.4852,1592.1974,Terran,1.39,F,2.8627532,Hot,0,0.29346953,1.06495,1.2177294,0.043319951
Kepler-1598 b,4.3419512,Kepler-1598,46.78368,13.874,1.07,5940.0,0.053263223,467.12439,1184.4127,Terran,1.09,G,1.3252183,Hot,0,0.2957073,0.95285,0.81736451,0.053263223
Kepler-1599 b,122.36355,Kepler-1599,41.151251,14.945,0.99,5767.0,0.48064308,4.2044912,364.81549,Superterran,0.99,G,0.97131219,Hot,0,0.53317115,1.62545,3.2754986,0.48064308
Kepler-16 b,228.776,Kepler-16,51.757439,11.762,0.69,4450.0,0.70481678,0.29883671,188.3647,Jovian,0.65,K,0.14844152,Warm,0,0.32434463,8.45234,105.83672,0.7048
Kepler-1601 b,2.2092195,Kepler-1601,38.079748,13.764,1.04,5869.0,0.033626364,1076.3483,1459.2615,Terran,1.07,G,1.2170618,Hot,0,0.29067896,0.81833,0.47370976,0.033626364
Kepler-1602 b,11.179316,Kepler-1602,40.427478,13.352,1.22,6296.0,0.10452969,238.31206,1000.9939,Terran,1.36,F,2.6039062,Hot,0,0.29112011,1.3452,2.3754251,0.10452969
Kepler-1603 b,2.2716393,Kepler-1603,42.534966,15.332,1.21,6241.0,0.036029999,1796.8816,1658.7265,Terran,1.31,F,2.3326413,Hot,0,0.28805499,1.28915,2.2098374,0.036029999
Kepler-1604 b,0.68368426,Kepler-1604,44.412212,14.915,0.81,4976.0,0.014154947,1583.5099,1607.1267,Terran,0.76,K,0.31727607,Hot,0,0.2835127,1.41246,2.5805743,0.014154947
Kepler-1605 b,85.75655,Kepler-1605,47.488621,12.429,0.86,5280.0,0.36184335,3.5761099,350.34637,Terran,0.82,K,0.46822224,Hot,0,0.60109174,1.07616,1.2643012,0.36184335
Kepler-1606 b,196.43522,Kepler-1606,43.07325,15.139,0.9,5422.0,0.63836637,1.4053471,277.39001,Superterran,0.86,G,0.57269528,Warm,2,0.72573348,2.07385,4.9534779,0.63836637
Kepler-1607 b,13.647368,Kepler-1607,42.656051,13.897,1.14,6116.0,0.11672855,134.70232,867.93795,Terran,1.21,F,1.8353939,Hot,0,0.30267925,0.91922,0.71859407,0.11672855
Kepler-1608 b,16.473569,Kepler-1608,39.417606,15.889,0.75,4992.0,0.11509464,21.774176,550.33906,Superterran,0.72,K,0.28843765,Hot,0,0.32804318,1.72634,3.6281006,0.11509464
Kepler-1609 b,114.34219,Kepler-1609,39.665821,15.015,1.18,6132.0,0.48708855,8.6116988,436.43253,Superterran,1.27,F,2.0431708,Hot,0,0.37926342,2.21958,5.5588379,0.48708855
Kepler-1610 b,8.7018157,Kepler-1610,45.405434,15.85,0.91,5383.0,0.08021642,88.490799,781.39286,Superterran,0.87,G,0.56940945,Hot,0,0.28901197,1.61424,3.2372384,0.08021642
Kepler-1611 b,5.1762429,Kepler-1611,49.727764,14.435,0.94,5605.0,0.057353766,232.50545,994.8399,Terran,0.93,G,0.76481608,Hot,0,0.2948989,0.80712,0.45085979,0.057353766
Kepler-1612 b,3.917951,Kepler-1612,45.655075,14.75,0.96,5643.0,0.047970322,348.85046,1101.0441,Terran,0.94,G,0.80275784,Hot,0,0.29685104,1.03132,1.0854299,0.047970322
Kepler-1613 b,1.5184299,Kepler-1613,43.420963,14.118,1.08,6005.0,0.026520434,2077.8562,1720.0805,Superterran,1.12,F,1.4614257,Hot,0,0.25107418,2.08506,4.999023,0.026520434
Kepler-1614 b,3.9466141,Kepler-1614,49.775913,15.923,0.79,5121.0,0.0451719,174.42078,925.85817,Terran,0.76,K,0.35590569,Hot,0,0.28719886,1.49093,2.8286707,0.0451719
Kepler-1615 b,47.312619,Kepler-1615,42.227478,14.553,1.04,5865.0,0.25932159,17.380487,520.18808,Superterran,1.05,G,1.1687976,Hot,0,0.32375857,2.06264,4.9081044,0.25932159
Kepler-1616 b,6.7628438,Kepler-1616,45.304874,13.499,1.21,6266.0,0.074563151,446.07851,1170.8405,Terran,1.34,F,2.4800464,Hot,0,0.29602127,1.02011,1.0437331,0.074563151
Kepler-1617 b,27.478557,Kepler-1617,46.418491,13.63,1.15,6167.0,0.18666868,55.35555,694.92063,Terran,1.22,F,1.9288751,Hot,0,0.31497949,1.19947,1.8651456,0.18666868
Kepler-1618 b,6.1082602,Kepler-1618,45.930908,13.606,1.41,6620.0,0.073315243,871.5653,1384.2671,Terran,1.65,F,4.6847724,Hot,0,0.28998068,1.25552,2.1128564,0.073315243
Kepler-1619 b,23.622591,Kepler-1619,44.422001,13.341,1.0,5852.0,0.16108728,40.493321,642.67404,Subterran,1.0,G,1.0507658,Hot,0,0.32025062,0.76228,0.36733988,0.16108728
Kepler-1620 b,101.95183,Kepler-1620,46.928417,13.658,1.15,6157.0,0.44737551,9.7326492,449.98981,Superterran,1.23,F,1.9479396,Hot,0,0.40115253,1.61424,3.2372384,0.44737551
Kepler-1621 b,92.263714,Kepler-1621,43.841221,15.015,1.15,6158.0,0.41856491,11.307462,467.1821,Superterran,1.24,F,1.9810286,Hot,0,0.35321017,2.16353,5.3226161,0.41856491
Kepler-1622 b,10.811874,Kepler-1622,47.815472,13.385,1.31,6436.0,0.10468086,315.6463,1073.8536,Terran,1.5,F,3.4588785,Hot,0,0.28465761,1.46851,2.7568324,0.10468086
Kepler-1623 b,4.3612835,Kepler-1623,39.556103,14.951,1.0,5772.0,0.052229888,364.54886,1113.2273,Terran,1.0,G,0.99447515,Hot,0,0.29033281,1.31157,2.2754822,0.052229888
Kepler-1624 b,3.2903045,Kepler-1624,37.376411,15.669,0.5,3636.0,0.034355026,29.308886,592.78163,Neptunian,0.47,M,0.034592334,Hot,0,0.173913,5.70589,27.616484,0.034355026
Kepler-1626 b,4.1396297,Kepler-1626,40.72123,14.275,1.51,6826.0,0.057873027,1987.6726,1701.105,Superterran,1.85,F,6.6572864,Hot,0,0.25443389,2.0178,4.7283306,0.057873027
Kepler-1627 b,7.2028365,Kepler-1627,41.576733,13.028,0.87,5445.0,0.069665594,114.4991,833.38451,Neptunian,0.84,G,0.5556979,Hot,0,0.1955001,3.68809,13.164352,0.069665594
Kepler-1628 b,76.378033,Kepler-1628,43.411579,16.595,0.55,3724.0,0.28858657,0.55947642,220.33848,Jovian,0.52,M,0.046594432,Warm,0,0.44586305,6.43454,33.867504,0.28858657
Kepler-1629 b,3.8759581,Kepler-1629,43.774297,12.75,1.01,5776.0,0.048439843,433.5455,1162.5284,Subterran,1.01,G,1.0172791,Hot,0,0.29037739,0.77349,0.38707286,0.048439843
Kepler-1631 b,4.0951393,Kepler-1631,43.807671,15.524,0.97,5679.0,0.049576887,342.18804,1095.7491,Terran,0.95,G,0.84105294,Hot,0,0.28935077,1.3452,2.3754251,0.049576887
Kepler-1633 b,186.40427,Kepler-1633,44.923225,13.435,1.2,6256.0,0.6784855,5.1944829,384.61878,Superterran,1.32,F,2.3912417,Hot,0,0.49545662,1.58061,3.123569,0.6784855
Kepler-1637 b,6.1096032,Kepler-1637,48.154297,13.328,1.02,5789.0,0.065824103,241.62023,1004.4498,Terran,1.02,G,1.0468952,Hot,0,0.29741092,0.88559,0.62873346,0.065824103
Kepler-1639 b,9.878482,Kepler-1639,48.802086,14.496,1.12,6150.0,0.093549695,203.92401,962.74662,Neptunian,1.18,F,1.7846503,Hot,0,0.23347431,2.5783,7.1688075,0.093549695
Kepler-1640 b,7.5844126,Kepler-1640,40.850498,14.624,1.27,6324.0,0.081794751,438.00322,1165.5053,Neptunian,1.43,F,2.9304085,Hot,0,0.15686969,4.8203,20.739878,0.081794751
Kepler-1641 b,19.672266,Kepler-1641,41.574532,14.263,1.12,6152.0,0.14807617,82.885306,768.71312,Neptunian,1.19,F,1.8173889,Hot,0,0.22030205,3.10517,9.8298521,0.14807617
Kepler-1641 c,32.657212,Kepler-1641,41.574532,14.263,1.12,6152.0,0.20760365,42.167506,649.21626,Neptunian,1.19,F,1.8173889,Hot,0,0.24073354,2.94823,9.0013132,0.20760365
Kepler-1642 b,12.205751,Kepler-1642,43.643719,14.13,0.88,5355.0,0.099398568,52.616852,686.16115,Neptunian,0.84,G,0.51985846,Hot,0,0.22522511,3.19485,10.316689,0.099398568
Kepler-1642 c,6.6513802,Kepler-1642,43.643719,14.13,0.88,5355.0,0.066314978,118.21208,840.06013,Neptunian,0.84,G,0.51985846,Hot,0,0.23449379,2.65677,7.5431552,0.066314978
Kepler-1643 b,5.3426451,Kepler-1643,44.751011,13.116,0.92,5508.0,0.058158033,188.80361,944.38153,Superterran,0.88,G,0.63860118,Hot,0,0.24702502,2.29805,5.8965974,0.058158033
Kepler-1644 b,21.090776,Kepler-1644,48.034935,14.223,0.89,5499.0,0.14367061,29.355167,593.0155,Superterran,0.86,G,0.60592717,Hot,0,0.3048686,1.88328,4.2056823,0.14367061
Kepler-1645 b,16.177956,Kepler-1645,48.418571,14.472,1.02,5812.0,0.1259869,67.010157,728.92034,Superterran,1.02,G,1.063632,Hot,0,0.28546526,1.78239,3.8303511,0.1259869
Kepler-1646 b,4.4855838,Kepler-1646,42.912908,15.737,0.24,3299.0,0.03307191,6.5591271,407.71475,Terran,0.26,M,0.007174053,Hot,0,0.47476796,1.2331,2.0491991,0.03307191
Kepler-1649 b,8.68909,Kepler-1649,41.830421,17.131,0.22,3240.0,0.0514,2.3357291,314.95646,Terran,0.25,M,0.006170903,Hot,0,0.71566695,1.07616,1.2643012,0.0514
Kepler-1650 b,1.53818,Kepler-1650,42.866898,15.722,0.33,3410.0,0.018018031,40.642883,643.25458,Terran,0.33,M,0.013192711,Hot,0,0.32672939,0.96406,0.85235786,0.018017131
Kepler-1651 b,9.8786392,Kepler-1651,48.391022,13.496,0.52,3713.0,0.07305161,8.1823634,429.51515,Superterran,0.5,M,0.042572431,Hot,0,0.40878227,1.83844,4.0370889,0.072439496
Kepler-1652 b,38.09722,Kepler-1652,49.915058,15.931,0.4,3638.0,0.1654,0.82839145,243.05458,Superterran,0.38,M,0.022662437,Warm,2,0.82325475,1.60303,3.1991632,0.1654
Kepler-1653 b,140.2524,Kepler-1653,41.266024,15.429,0.72,4807.0,0.4706,1.0284412,256.56049,Superterran,0.69,K,0.22776307,Warm,2,0.73816352,2.17474,5.369523,0.4706
Kepler-1655 b,11.872879,Kepler-1655,39.211929,11.072,1.03,6148.0,0.103,128.00416,856.94102,Superterran,1.03,G,1.3579961,Hot,0,0.25465307,2.20837,4.9994345,0.103
Kepler-1656 b,31.578659,Kepler-1656,39.911824,11.64,1.03,5731.0,0.26584126,54.916764,564.28896,Neptunian,1.1,G,1.1694877,Hot,0,0.17059664,5.02208,48.59908,0.197
Kepler-167 b,4.3931632,Kepler-167,38.345413,14.023,0.77,4890.0,0.0483,117.02416,837.94168,Superterran,0.73,K,0.2730045,Hot,0,0.28529669,1.61424,3.2372384,0.0483
Kepler-167 c,7.406114,Kepler-167,38.345413,14.023,0.77,4890.0,0.0684,58.352249,704.14048,Superterran,0.73,K,0.2730045,Hot,0,0.30004947,1.54698,3.011575,0.0684
Kepler-167 d,21.803855,Kepler-167,38.345413,14.023,0.77,4890.0,0.1415116,13.930503,490.85908,Terran,0.73,K,0.2730045,Hot,0,0.3842645,1.19947,1.8651456,0.1405
Kepler-18 b,3.504725,Kepler-18,44.746321,13.549,0.97,5345.0,0.0447,450.93131,1174.0119,Superterran,1.11,G,0.90100135,Hot,0,0.25784257,1.99538,6.9922161,0.0447
Kepler-18 c,7.64159,Kepler-18,44.746321,13.549,0.97,5345.0,0.0752,159.32714,905.14332,Neptunian,1.11,G,0.90100135,Hot,0,0.14734803,5.4929,17.162712,0.0752
Kepler-18 d,14.85888,Kepler-18,44.746321,13.549,0.97,5345.0,0.1172,65.594922,725.04083,Jovian,1.11,G,0.90100135,Hot,0,0.13323071,6.98383,16.527056,0.1172
Kepler-186 b,3.8867907,Kepler-186,43.955017,14.625,0.54,3755.0,0.0343,40.939908,644.43872,Terran,0.52,M,0.048165392,Hot,0,0.32624603,1.06495,1.2177294,0.0343
Kepler-186 c,7.267302,Kepler-186,43.955017,14.625,0.54,3755.0,0.0451,23.680017,562.0053,Terran,0.52,M,0.048165392,Hot,0,0.34527624,1.25552,2.1128564,0.0451
Kepler-186 d,13.342996,Kepler-186,43.955017,14.625,0.54,3755.0,0.0781,7.8964708,427.07403,Terran,0.52,M,0.048165392,Hot,0,0.4392662,1.40125,2.5458987,0.0781
Kepler-186 e,22.407704,Kepler-186,43.955017,14.625,0.54,3755.0,0.11,3.9806109,359.85898,Terran,0.52,M,0.048165392,Hot,0,0.56873416,1.26673,2.1449845,0.11
Kepler-186 f,129.9441,Kepler-186,43.955017,14.625,0.54,3755.0,0.4323456,0.2582946,181.5697,Terran,0.52,M,0.048165392,Warm,1,0.5796919,1.16584,1.6844027,0.432
Kepler-19 b,9.28716,Kepler-19,37.851786,11.898,0.94,5544.0,0.085294922,87.92516,778.02475,Superterran,0.86,G,0.62600591,Hot,0,0.23061574,2.8306203,8.4001941,0.084685189
Kepler-19 c,28.731,Kepler-19,37.851786,11.898,0.94,5544.0,0.18376304,19.806155,532.94839,Neptunian,0.86,G,0.62600591,Hot,0,0.24347302,3.6776042,13.10087,0.17979848
Kepler-19 d,62.95,Kepler-19,37.851786,11.898,0.94,5544.0,0.30368631,6.813286,411.41512,Neptunian,0.86,G,0.62600591,Hot,0,0.29210985,5.0570803,22.499044,0.30330717
Kepler-20 b,3.6961153,Kepler-20,42.338726,12.51,0.95,5495.0,0.046320835,351.34634,1102.822,Superterran,0.96,G,0.75283864,Hot,0,0.26485517,1.87207,9.7001106,0.0463
Kepler-20 c,10.854091,Kepler-20,42.338726,12.51,0.95,5495.0,0.09611472,84.683897,769.10851,Neptunian,0.96,G,0.75283864,Hot,0,0.22219415,3.04912,12.751259,0.0949
Kepler-20 d,77.6113,Kepler-20,42.338726,12.51,0.95,5495.0,0.3506,6.1246049,400.78774,Neptunian,0.96,G,0.75283864,Hot,0,0.39391671,2.74645,10.068791,0.3506
Kepler-20 e,6.0985228,Kepler-20,42.338726,12.51,0.95,5495.0,0.0639,184.37421,938.79324,Terran,0.96,G,0.75283864,Hot,0,0.29859722,0.86317,0.57352358,0.0639
Kepler-20 f,19.577585,Kepler-20,42.338726,12.51,0.95,5495.0,0.1396,38.630565,635.15201,Terran,0.96,G,0.75283864,Hot,0,0.32857765,0.99769,0.96382171,0.1396
Kepler-20 g,34.94,Kepler-20,42.338726,12.51,0.95,5495.0,0.20781187,18.031002,522.75722,Neptunian,0.96,G,0.75283864,Hot,0,0.21794179,4.7126436,19.959599,0.2055
Kepler-25 b,6.238297,Kepler-25,39.487894,10.734,1.19,6270.0,0.070264787,481.31723,1193.3067,Neptunian,1.31,F,2.3763007,Hot,0,0.2224943,2.74645,8.7402701,0.070264492
Kepler-25 c,12.7207,Kepler-25,39.487894,10.734,1.19,6270.0,0.11299016,186.142,941.02891,Neptunian,1.31,F,2.3763007,Hot,0,0.15190586,5.21265,15.223961,0.11298806
Kepler-25 d,122.4,Kepler-25,39.487894,10.734,1.19,6270.0,0.51546662,9.1729746,441.96344,Jovian,1.31,F,2.3763007,Hot,0,0.18901462,10.019274,71.829129,0.51114743
Kepler-26 b,12.28,Kepler-26,46.56654,15.473,0.54,3914.0,0.084808567,7.6038377,423.06112,Neptunian,0.51,M,0.054690549,Hot,0,0.36325709,2.78008,5.1202091,0.084808567
Kepler-26 c,17.2559,Kepler-26,46.56654,15.473,0.54,3914.0,0.10639778,4.8311127,377.70845,Neptunian,0.51,M,0.054690549,Hot,0,0.43167552,2.72403,6.2008243,0.10639778
Kepler-26 d,3.543919,Kepler-26,46.56654,15.473,0.54,3914.0,0.039,35.956969,623.86508,Terran,0.51,M,0.054690549,Hot,0,0.33079003,1.06495,1.2177294,0.039
Kepler-26 e,46.827915,Kepler-26,46.56654,15.473,0.54,3914.0,0.22,1.12997,262.67071,Superterran,0.51,M,0.054690549,Warm,2,0.70443403,2.41015,6.3932195,0.22
Kepler-271 b,10.435478,Kepler-271,44.284233,13.404,0.9,5555.0,0.090212204,79.347421,760.3755,Terran,0.87,G,0.6457485,Hot,0,0.30655505,1.2331,2.0491991,0.090212204
Kepler-271 c,7.4108627,Kepler-271,44.284233,13.404,0.9,5555.0,0.071807461,125.23458,852.2676,Terran,0.87,G,0.6457485,Hot,0,0.3038869,0.95285,0.81736451,0.071807461
Kepler-271 d,5.2497254,Kepler-271,44.284233,13.404,0.9,5555.0,0.057062148,198.3203,956.06342,Subterran,0.87,G,0.6457485,Hot,0,0.28530724,0.66139,0.22083892,0.057062148
